video_id,title,published_at,view_count,like_count,comment_count,duration
3Lgf2WHstBY,How will Modi govt fix India’s problems? : ft. Sanjeev Sanyal | Indian Business Podcast EP13,2024-08-23T15:30:07Z,1234391,21903,2320,PT1H11M18S
vwDfj70PLW4,Challenging Modi’s Vision for India,2024-08-23T12:31:52Z,129937,6413,73,PT1M
bwcQCIUxzak,Europeans are getting sick because life is comfortable!,2024-08-22T14:56:58Z,62250,3485,38,PT54S
i-DFjuqslgc,How to hire great team leaders?,2024-08-21T15:12:51Z,33363,1409,5,PT51S
GQPymbqa08A,The Rise and Fall of Old Monk | Business Case Study,2024-08-19T14:00:29Z,1095517,25927,1493,PT19M31S
tykAc024_8o,Is this the end of Adani? Decoding SEBI's response to Hindenburg (Business case study),2024-08-17T15:30:07Z,788503,20832,1907,PT15M50S
8HalAzmFrMw,How Odoo is competing against SAP and Zoho?,2024-08-17T14:25:19Z,178463,5910,30,PT1M
edn1vCue_9E,Secret of getting rich.,2024-08-16T14:59:38Z,39830,1788,9,PT37S
YlrifFTE-Zg,India is the Next global Powerhouse!,2024-08-14T15:46:54Z,77929,3651,36,PT1M
Ctolh4idTbc,Power of Autonomy: How  it can help produce amazing results?,2024-08-14T09:33:33Z,27017,1170,6,PT1M1S
MwvNw8LEKRY,How to build a Software Company? | Indian Business Podcast Ep 12,2024-08-13T03:37:08Z,258230,8980,32,PT1M
CA-qqh5_g0c,Odoo vs Zoho vs Microsoft : Building Odoo into a 433 million dollar company? :  IBP EP12,2024-08-12T11:30:08Z,243581,5218,247,PT1H16M57S
sgi_dHS9BvY,Think School Inspiring Kindness!  #pawsofhope,2024-08-08T07:29:09Z,22354,1169,37,PT30S
qZXYj4G4vzg,How hosting 2036 Olympics will ruin India? | Economic Case study,2024-08-07T15:30:07Z,932148,24921,2484,PT19M44S
q05pgjJA9lQ,Engineers are better at handling online hate and trolling?,2024-08-05T08:32:27Z,56973,2127,20,PT56S
TotT_e0nTyw,Instagram vs YouTube: Where should brands invest? Ft. @beerbiceps,2024-08-04T10:01:28Z,42525,1589,8,PT53S
Fcammw5Dh2Y,Why UK 🇬🇧 is going Bankrupt? : Detailed Economic Case Study,2024-08-03T14:30:07Z,1991740,51640,4053,PT20M37S
RiH0bMOU3ec,How Ranveer and Viraj started with Monk-E?,2024-08-03T06:52:37Z,58163,1786,5,PT58S
Bjqhf9xItd0,Why do brands choose Instagram over YouTube?#brand  #youtube #instagram,2024-08-02T11:27:23Z,78879,2990,29,PT55S
_KUgW56gxgE,Achieving massive social media growth!  @beerbiceps,2024-08-02T07:11:28Z,135026,6299,14,PT41S
TmpduZwq89Y,Secret of  BeerBiceps Growth?,2024-08-01T06:11:08Z,931716,33795,78,PT54S
PWHb-2kFD6U,"Why does BeerBiceps  talk about Tantrik, Yeti and Sex?",2024-07-31T09:54:34Z,36916,1028,30,PT59S
XDzIARoudYA,How did cold messaging help Ranveer get @tanmaybhat  ​⁠ as a client?,2024-07-30T15:07:55Z,14144509,717795,927,PT59S
s1sv7iFDdxY,Can Meesho's Business strategy beat Amazon? | Business Case Study,2024-07-29T12:30:07Z,654378,18412,653,PT27M11S
3EmuERXoVfQ,Beerbiceps 0 to 100 cr journey @BeerBiceps !,2024-07-29T12:13:47Z,91480,3335,28,PT1M1S
VNqsEQlW06M,100 Crores Media Giant? @beerbiceps  IBS EP 11,2024-07-28T06:21:30Z,116661,5583,28,PT1M
2PUiopS8GrQ,How BeerBiceps became a 100 crores Media Giant?  | Indian Business Podcast : Episode 11,2024-07-27T13:00:08Z,1088690,21273,1317,PT2H22M23S
_SAtdVsQgwY,Budget 2024 : Biggest Mistake or a Masterstroke by the Modi govt? | Complete analysis,2024-07-25T15:31:12Z,1161018,33613,4319,PT29M38S
jLSWPNPSoFs,Was the Ambani Wedding a Genius strategy or just a Show of Extravagance? : Marketing Case study,2024-07-18T15:00:12Z,1547413,49729,3986,PT25M10S
CaM10wZT4p0,Why is Ferrari the greatest car in the world ? | Documentary on Enzo Ferrari,2024-07-16T14:00:06Z,406057,14316,367,PT25M19S
Osj5BaAfj84,Can Modi 3.0 beat Germany? : Indian economic case study,2024-07-10T13:30:09Z,906690,32431,3094,PT29M10S
BnLN8SgLAXY,Did Modi really kill black money in India? : Economic case study,2024-07-07T15:00:12Z,2249911,59800,4893,PT27M40S
wwWYtEQZvoU,Hyundai IPO decoded in simple words :Business case study,2024-07-05T11:45:06Z,364308,10941,439,PT27M25S
RBhy8TvWq3k,How a Poor boy became a Billionaire by selling bags? : Louis Vuitton Business case study,2024-06-26T14:45:08Z,766775,37057,517,PT23M22S
YUm8pIg96n0,Is Real Estate industry going to grow? #thinkschool #realestate #entrepreneur,2024-06-22T13:21:47Z,123385,4029,74,PT37S
gpy8NgRPvVM,Business ecosystem in late 1970? Ft. Niranjan Hiranandani.,2024-06-19T13:44:25Z,380188,11141,161,PT59S
cYgufa8c14A,GOLD prices are rising. Is it KILLING the US Dollar ? : Geopolitical Case Study,2024-06-18T14:00:08Z,1573418,38775,1327,PT24M53S
fYsDTZd2BAk,Quality is not expensive! Do you agree with this?,2024-06-16T12:08:29Z,463018,21202,278,PT59S
1kOEONLz5xA,How to build a Real Estate Empire? : Niranjan Hiranandani Reveals Secrets & Strategies | IBP EP 10,2024-06-11T14:00:07Z,642401,11366,448,PT1H12M42S
fPsvjCjvC6Q,How BJP’s Genius marketing strategy turned it into a political superpower in India? : Case study,2024-06-05T15:30:08Z,1347877,42356,4065,PT37M5S
AnOqz5TsumU,How MBAs failed Boeing ? : Business Case study,2024-06-03T13:00:08Z,1323510,35094,1766,PT27M52S
6JpQnaS3xx4,3  Things that helped OYO grow! Ft. Ritesh Agarwal!  #business #thinkschool #podcast,2024-06-02T13:59:56Z,214082,8069,43,PT53S
Zd_r9ZWrEIM,Power of Small Businesses in India? #business #podcast #indianbusinesspodcast,2024-06-01T10:22:34Z,273972,13430,56,PT1M
Stgu5U3eHfQ,OYO almost went Bankrupt? #thinkschool #business #podcast,2024-05-31T11:54:42Z,327822,14061,42,PT1M
TdQ2UD-U9rQ,"@-RiteshAgarwal  discusses SECRET Business Strategies, OYO Bankruptcy and Peter Thiel on IBP Ep 9",2024-05-30T13:15:09Z,863845,10857,408,PT1H54M50S
frRxIXLjiRA,Gap between rich and poor increasing so much?  #business #indianbusinesspodcast #education,2024-05-28T09:23:28Z,1436608,46055,1923,PT1M
OGs2YsqvWDg,Blinkit’s Genius Strategy that stunned Amazon | Business Case Study,2024-05-24T13:00:08Z,2506995,61115,2084,PT28M7S
k8ms3CfJFLE,Congress dictatorship?,2024-05-21T15:46:09Z,935452,42732,1832,PT46S
Ayy-__ghfUI,How Jaishankar made India powerful using India Middle east corridor? : Geopolitical Case Study,2024-05-20T14:00:08Z,1724058,52924,1951,PT18M24S
uKO8tk3_itQ,"FM opens up on North vs South, Congress,GST, IncomeTax & India’s Economy| IBP Episode 8",2024-05-19T12:00:08Z,3573361,65117,5038,PT1H1M48S
m_VtA-wY2XM,Kerala’s Economic Disaster! #business#kerala #indianbusinesspodcast,2024-05-15T14:39:52Z,2655683,100515,3057,PT59S
AvgXbmlg-j8,Ex-Congress MP Milind Deora Reveals why Modi’s Vision is the way to go for INDIA? IBP Episode 7,2024-05-14T12:30:08Z,449237,10970,1353,PT1H13M2S
B18KBeiwgas,Dr. Shashi Tharoor on Indian Business Podcast Episode 6 #thinkschool #business,2024-05-12T12:38:11Z,1411779,59447,1205,PT1M
bPiLfeQtavQ,Can UP become 1 Trillion Dollar Economy?,2024-05-11T12:09:45Z,3864834,150586,2080,PT57S
bQMG4fJZiAk,Why Congress is giving Freebies& MSP? How did Kerala's Crisis happen? ft Dr. Shashi Tharoor: IBP Ep6,2024-05-10T08:30:08Z,756128,23911,4985,PT59M55S
pEdAfWuxNAc,Questioning the power of BJP!,2024-05-06T13:30:33Z,929161,31694,890,PT59S
fQCKKkEJxtQ,How did BJP become a Political Superpower? | ft. Shantanu Gupta : Indian Business Podcast| Episode 5,2024-05-06T08:30:06Z,954853,19283,1919,PT1H51M28S
fT31gishayc,Finding a Great cofounder! Amit jain #entrepreneur #business,2024-05-03T05:34:49Z,105296,3799,10,PT57S
dKaklg_-Zu8,What is BJP promising in 2024 elections? : BJP Manifesto Explained in Detail,2024-05-01T12:00:08Z,1039621,36741,4706,PT26M32S
J0-jml2d7d0,Every founder must know this,2024-04-29T03:54:13Z,60788,2795,13,PT53S
CIa69FCphBA,Dhoni’s leadership style,2024-04-27T11:53:44Z,66751,2982,21,PT54S
TltOBVPH3Ec,Spending Hack that will save 20%!,2024-04-26T13:12:18Z,114021,5305,59,PT59S
Dq_lv8G3KmE,Understanding the gaps in the STUDY ABROAD MARKET?,2024-04-26T12:30:08Z,606189,19517,1192,PT19M27S
cDb_GvOTJjo,1000 cr marketing for free strategy,2024-04-25T10:00:22Z,91404,2933,13,PT48S
qrb7OVkgYts,Funding is a scam? #funding  #business  #startup,2024-04-24T09:13:36Z,228167,7061,33,PT57S
Voqn4wKlCoM,Richest Shark in Shark Tank,2024-04-23T08:28:13Z,222981,7107,12,PT58S
3SnOmNwqgLc,How to put a business on autopilot? : ft. Amit Jain of Car Dekho: IBP Ep 4,2024-04-22T15:00:07Z,363408,6799,395,PT1H38M9S
uG5eVDYW3zQ,Marriage mistake  #family #love #thinkschool,2024-04-22T10:58:16Z,182392,8070,26,PT39S
31pjPjNQDF8,Mother’s love. Dr. Velumani #buisness #travel #mother,2024-04-21T10:04:33Z,1573506,67980,211,PT51S
bbuT1-PlzPo,How franchising model became breakthrough for Thyrocare!,2024-04-20T12:34:41Z,3216738,115105,348,PT58S
E44z6j4TMjU,Earn 3cr per month,2024-04-19T14:03:10Z,581920,20542,57,PT1M
HX7gmiECrPw,The power of Focus in Business,2024-04-18T12:57:24Z,1174084,42628,97,PT48S
RGW_v4Gbv9o,Secret of Rich??,2024-04-17T11:03:08Z,523193,24791,105,PT49S
mxgvmEOh0vo,"Man who made 3300 crores saving lives, Dr. Velumani, founder of Thyrocare.",2024-04-16T11:13:01Z,1347245,52060,117,PT59S
FK7Chd_XNwU,From Poverty to 3300 crores. How Dr.Velumani built Thyrocare? | Dr Velumani |IBP Episode 3,2024-04-15T03:30:05Z,1065747,24179,916,PT2H1M8S
Hur59sjE5wo,Where has BJP failed during the Modi Era? : Decoding the “BLACK PAPER” of the Indian Economy,2024-04-12T11:00:07Z,1112735,47315,7383,PT19M31S
MEqLSRGnJD4,There is a thin line between get a mentor and getting an advisor. Do you realise it?,2024-04-11T13:31:08Z,70449,3096,13,PT53S
Q073TTZx7aM,Did Russia win the war against US & EU? Economic Case Study,2024-04-09T14:00:07Z,778447,25294,2247,PT23M30S
E7Vk-02sUwA,To improve your fitness and address any health issues check out AIWO Health,2024-04-07T09:39:45Z,309186,11609,207,PT1M
7CSjpS-_maY,India's road to 5 trillion economy? #businesscasestudy #indianeconomy #geopolitics #buildindia,2024-04-03T12:39:56Z,126951,6719,228,PT54S
zYJPLD0UrLw,Nitin Gadkari on Chhatrapati Shivaji Maharaj,2024-04-01T15:05:01Z,142629,8549,111,PT37S
iqs1qw80rUs,Can India beat China in the Energy race? : Detailed Case Study,2024-03-31T14:30:07Z,662255,23368,1269,PT18M35S
j7u7AErcYB8,Why is Kerala Falling Into an ECONOMIC crisis? Why did Supreme Court intervene? Explained in Detail,2024-03-29T14:00:07Z,1344657,46287,8816,PT17M14S
ba9TJFBdFQ8,"Nitin Gadkari breaks his Silence on Electoral Bonds, Farmer protest & his Vision for India: IBP Ep 2",2024-03-28T13:30:08Z,1151864,40491,4067,PT1H8M8S
OBY2L3fUP1A,How IBC changed Indian Banking Forever saving 3 Lakh Crores ? : Economic Case Study,2024-03-26T14:39:07Z,521677,18477,797,PT19M18S
Z2uCmS3qgpo,Why is Bajaj betting on CNG while everyone else is focused on EVs?: Business Case Study,2024-03-22T13:30:07Z,698649,18873,1096,PT16M50S
_NTh5l9HJBY,Electoral Bonds : Biggest scam in Indian History? : Explained in 15 mins,2024-03-18T14:00:06Z,763949,32745,3415,PT16M57S
fY0L4HwovIU,Why Mumbai-Pune Expressway is a Lifeline for the Think School Team?,2024-03-16T12:32:51Z,697002,7973,128,PT59S
ijUZnhYv8CQ,How JIO’s Masterplan Beat Disney & became the King of Indian OTT? | Business Case Study,2024-03-14T14:00:07Z,562788,19032,881,PT24M8S
TXaRvGshcM8,How Did Adani Group Bounce-back from the Hindenburg Fiasco? Detailed Business Case Study,2024-03-11T14:30:07Z,524513,20032,964,PT21M50S
8C1cqsTpxXk,5G Revolution: How can you benefit ?,2024-03-10T06:33:35Z,134575,6062,201,PT59S
hjVama9Id8M,Can MODI’s GOLDEN TEAM hit the 10 Trillion dollars GDP dream for India? : Economic Case Study,2024-03-06T14:30:10Z,1286948,41698,3873,PT23M48S
AuDbtP_iCJ8,Aam Aadmi Party Honest Report Card : Did they really change Delhi? : Political Case study,2024-03-03T13:15:16Z,533774,20666,3366,PT21M53S
BanDS5A-hLU,Guide to make your product addictive : Duolingo Business Case Study,2024-02-29T13:30:10Z,323352,11584,459,PT21M41S
Snx57b5p5VU,Are Farmer demands BASELESS or is the govt exploiting the farmers? : MSP Economic Case Study,2024-02-26T15:00:07Z,626327,29388,3551,PT19M3S
yr7jI2tmx14,Must Watch: Oyo’s Ritesh shares a personal story about how he solved his customer’s problem!,2024-02-26T09:30:29Z,1293692,47765,101,PT47S
BxggXhUDhxs,Why Radhika Gupta’s Edelweiss does not have a MOAT? How are they differentiating themselves?,2024-02-24T06:47:05Z,995130,17701,141,PT45S
gaJR-aMqAnY,How RBI saved India from a Banking Crisis? : Economic Case Study,2024-02-23T12:30:10Z,838026,29411,1693,PT15M21S
_2YM7EWvItw,How Vineeta Singh helped the Quirky Naari 10X their revenue from 5L to 50L?,2024-02-21T11:51:19Z,1161356,43310,95,PT1M
CnaFfKV625c,"Shark Tank Investments & Pitching ft. Ritesh, Radhika and Vineeta | Indian Business Podcast | Ep 1",2024-02-19T13:30:30Z,637108,16042,524,PT55M40S
iUF-Wh1Iu7w,Decoding the WHITE PAPER of the Indian economy? : Economic case study,2024-02-16T14:30:10Z,1026449,42563,6657,PT25M23S
AZf9bOKjzv4,How KEJRIWAL’s GENIUS strategy beat BJP & Congress & made him the KING of Delhi? : Case study,2024-02-15T14:30:11Z,553861,19236,2218,PT21M33S
kGO4J6g3aQA,Indian Business Podcast coming soon ❤️,2024-02-13T13:34:36Z,203152,9097,106,PT31S
7JXkKVA5RAA,Will Paytm CRASH or Make a COMEBACK? Why is RBI hitting Paytm? :Business case study,2024-02-05T14:00:11Z,1179651,37332,1085,PT15M30S
ow5LxMPuRz0,Why India has a POOR CREDIT RATING Despite being the fastest growing ECONOMY? : Detailed CaseStudy,2024-02-02T14:00:11Z,842955,37366,1973,PT19M1S
-98fnc4VAo8,How A Poor Boy Built A 2000Cr Dairy Company And Beat Giants: Business Case Study,2024-01-28T14:00:09Z,1390401,41741,1461,PT21M28S
HtUiNw8K3XE,What is the HIDDEN SECRET behind the Iran-Pakistan Conflict : Geopolitical Case Study,2024-01-23T15:30:08Z,930564,29626,1166,PT17M11S
eCoOsDrbics,Why Gujarat’s Gift City is a GAME CHANGER for INDIA? : Economic Case Study,2024-01-19T13:30:07Z,2007810,52770,3102,PT21M53S
e58amA-TqiM,The Honest BJP Report Card (Analysed with Stats): Were the Promises Fulfilled?,2024-01-16T15:00:09Z,1713095,69829,8092,PT26M36S
b9rLMlN5QnU,The Genius Strategy of Coca Cola to beat Pepsi | Business War: PEPSI VS COCA COLA,2024-01-07T15:34:11Z,600008,19305,354,PT15M36S
zQx5yJsIBWo,OLA Electric: Is there any future in India?,2024-01-05T14:39:10Z,748928,21112,814,PT25M34S
nqqPFXv8pAk,How the Red Sea War will affect the Indian Economy? EXPLAINED IN 8 mins,2023-12-30T14:30:07Z,977636,28145,622,PT13M44S
wm86VOSf3rc,Is Gujarat model a Miracle or a Disaster? : Indian Governance case study,2023-12-24T15:30:11Z,860199,33595,2738,PT20M55S
s8NWNIGObjU,What's happening to BYJU'S? : Business Case Study,2023-12-21T14:30:08Z,1123742,29116,969,PT20M36S
fubBvMdSWjE,Can Google Gemini beat ChatGPT? : Google vs Microsoft Business case study,2023-12-15T16:00:09Z,782370,24551,793,PT18M55S
pQfUPjo2RQs,Was Abrogation of Article 370 good for India?🇮🇳 : Political Case Study,2023-12-14T15:10:06Z,995262,31869,1152,PT16M29S
0QWC_N6Hi5s,Is India Winning or Losing the Electric War?: Business Case Study,2023-11-30T14:30:11Z,1000779,28747,1613,PT24M35S
QP20QMad1eE,How WeWork's SHOCKING Mistake made it go BANKRUPT from 47 Billion dollars? : Business Documentary,2023-11-20T14:00:11Z,530843,18811,438,PT22M56S
_2-JIfqStOc,How Adani’s Genius strategy of Transhipment Port is making India powerful? : Business Case Study,2023-11-17T14:00:08Z,636604,28255,1480,PT14M16S
ocdFuuAaApE,What India needs to learn from Turkiye's economic crisis? : Economic case study,2023-11-08T14:46:11Z,947934,28028,1788,PT18M27S
J-V7wR4YPOw,This Secret B2b Company Makes 400 Crores Per Year By Helping Zomato And Uber: Business Case Study,2023-11-03T15:00:10Z,463517,16952,364,PT19M54S
zUGw-Sl8Fho,Best travel Credit card!! Go Niyo. #travel #Niyo #dubaitravel #bali #Niyoglobal #,2023-11-03T11:15:53Z,452739,15114,265,PT1M
0DlSRxEq0W4,Why is India going against MALDIVES? Secret to PM Modi’s Lakshwadeep Visit? : Case study,2023-10-31T13:30:14Z,647604,18009,883,PT12M23S
A8jyW_6hCGU,How Taylor Swift Became A Billionaire ? The Music Industry Business case study,2023-10-23T14:30:07Z,684460,33936,1631,PT17M31S
cT93a0ENcqg,How Israel-Palestine War could Shake the World Economy? : Geopolitical case study,2023-10-11T16:00:08Z,1591632,38474,2526,PT16M48S
7WcCeymKCq4,Can Nitin Gadkari fix the Highway crisis of India? : Economic Case study,2023-10-09T15:30:07Z,818298,22492,1823,PT15M53S
qJleik1x5k0,Karnataka vs Tamil Nadu : India's longest water dispute explained in 15 mins.,2023-10-06T14:30:11Z,690975,24584,1927,PT16M16S
ddBooxrxp10,Why is Canada's Fight with India a Big Money Problem? No One's Talking About This!,2023-09-29T11:30:10Z,822570,25296,1027,PT14M24S
GMGGQZ9vmb0,Can football save Saudi Arabia from an economic crisis? : Geopolitical Case Study,2023-09-23T13:06:12Z,906231,24590,1246,PT20M58S
XROJVbaU2qo,India’s Airforce and Army will be reinforced by this amazing tunnel in Kashmir! #geopolitics #india,2023-09-18T06:35:41Z,1325392,69319,515,PT1M1S
SfiD81EdbMs,Why is Indian Logistics failing against China? : Logistics case study,2023-09-17T13:00:08Z,1361111,49058,3745,PT15M50S
XYOZ4RzrHW0,Airtel will beat JIO? What no one is Telling you about the Jio vs Airtel vs Tata Telecom Wars!,2023-09-08T14:30:11Z,1576905,41947,2475,PT19M20S
2EDKXh9g85M,India's Solar Mission  #geopolitics #motivation #indianarmy,2023-09-03T07:17:47Z,1048426,58701,172,PT59S
1WYWwE4Axd8,Russia vs USA vs India : SPACE WARS,2023-08-25T15:15:10Z,740776,29151,733,PT15M24S
KYFdxuLFVyQ,Why is the Indian Economy bleeding talent? Socio-economic case study,2023-08-20T14:30:07Z,844057,32244,3391,PT20M27S
ApujieOR0bI,Thank you IIM Bangalore ❤️,2023-08-18T14:22:32Z,1964838,103439,583,PT42S
cftToIr9sAo,How EMIRATES is WINNING when Other AIRLINES are going BANKRUPT?,2023-08-15T12:45:11Z,1499472,38852,746,PT19M41S
qQPRWA9JNNQ,This SECRET Brand is KILLING Nike and Adidas in India? | Decathlon Business Case Study,2023-08-11T14:30:07Z,848543,29192,780,PT17M18S
ASKcuptRfyY,How to sell costly clothes by telling a Story?,2023-08-07T13:30:03Z,1716230,108385,256,PT1M
SCBH4gqZy8s,How Fogg (the deodorant) used a Simple Marketing Strategy to beat brand AXE?,2023-08-05T12:56:54Z,3608940,186708,656,PT54S
Vx4hyGpzVyI,How did INDIA Take Control of The DIAMOND INDUSTRY of the World? | Business Case Study,2023-08-04T14:35:07Z,647424,22405,951,PT20M55S
i7Dwe2qm__M,What's wrong with Indian Rupee? | Geopolitical case study,2023-08-01T15:30:11Z,925396,26310,1549,PT13M15S
GuGETeTpdM0,A big blow for India’s semiconductor industry!!! Share this! @ThinkSchool,2023-07-27T03:22:15Z,834105,36876,561,PT53S
yzDF_KX4Zjg,How Masters union is building a Harvard for India? : Business case study,2023-07-24T14:30:08Z,767041,25074,1316,PT22M59S
WRrO_waBdD0,A new twist in the Airtel vs Jio Saga!,2023-07-21T15:13:30Z,699289,35394,635,PT56S
uZm1au4W7tA,How did Dr Velumani turn Thyrocare into a 3000 crore company? : Thyrocare case study,2023-07-19T15:00:11Z,524362,15442,479,PT20M55S
31rAi_XvyNU,Ambani is WINNING this Industry SECRETLY!,2023-07-14T15:30:08Z,1121744,28239,1072,PT22M24S
n60GZmfFde8,This Indian Brand is ruling the Wine market of India? :Sula wines case study,2023-07-02T12:30:11Z,1139992,31873,650,PT15M58S
HAsBtOjGOYQ,Building a MILLION DOLLAR Global Brand from Madhya Pradesh: How?,2023-06-28T14:30:08Z,841044,30803,811,PT20M18S
fLXsf4SWdsI,The New GAME Changer technology for India: REVEALED!,2023-06-21T14:30:10Z,1444925,44018,1598,PT19M2S
fkgJFRHS26g,The SECRET Superpower of India they HIDE from you!,2023-06-17T14:30:12Z,2337289,52569,2601,PT20M13S
le_o1UklXUs,What's wrong with Chinese Economy?,2023-06-08T14:30:11Z,1049900,29514,1048,PT18M5S
qapDyBW_S-w,Economic CRISIS in America: Big Signal for India?,2023-06-02T14:30:10Z,1652272,40920,1985,PT20M17S
cjhlcIOgUy4,How Bangalore became the SILICON valley of Asia? | Business case study,2023-05-18T14:30:12Z,1094256,34156,2307,PT17M49S
hOX0YQXTc_E,Why Gofirst Bankruptcy is a GENIUS business strategy? | Business Case Study ​⁠,2023-05-13T14:00:09Z,896407,27498,808,PT17M28S
098cgN5PH0s,Has BJP Failed Karnataka? | Karnataka Model Case study,2023-05-07T15:00:07Z,1369136,44127,5438,PT20M11S
m0EMukYrJNA,Big Win for India over China! : Matarbari Port Bangladesh @ThinkSchool,2023-05-06T11:54:07Z,2501499,130818,1542,PT49S
tfIJd7hwIv0,Steve Jobs’ Secret Design Strategy for Apple Stores EXPLAINED @ThinkSchool,2023-05-04T14:18:25Z,875118,39381,335,PT1M1S
417CAf5OQvQ,Why Apple Inc. chose INDIA over CHINA? @ThinkSchool,2023-04-28T11:47:35Z,10527807,518341,3549,PT59S
VzUmLAUPSQo,How AI will KILL Indian businesses? : Business case study,2023-04-27T15:00:10Z,1272701,39735,1865,PT19M25S
BlDYS_2X5wI,How Ratan TATA’s GENIUS strategy is turning TATA Tech into a LEGEND? : Tata technologies case study,2023-04-09T14:30:09Z,1085525,34636,767,PT17M26S
0PluOhrvB3A,How USA’s evil MONEY PRINTING strategy is killing the world economy?,2023-04-04T14:00:09Z,1839509,48774,2678,PT18M30S
kyCopA4K41w,How did Credit Suisse fail so fast? What can Indians learn from this Economic case study?,2023-03-27T13:30:08Z,620959,22599,861,PT19M29S
Vh8FaokLWus,How INDIAN SUPER CROP MILLETS can make Indian farmers RICH? : Millets ft @digvijaylifestyle,2023-03-22T12:30:08Z,614965,27565,1680,PT21M33S
wO7copUXogI,How did Silicon Valley Bank fail? : Business case study,2023-03-15T15:00:09Z,1026650,35709,1494,PT23M50S
YWara0eQsDk,How Putin’s Genius STRATEGY is making RUSSIA SUPER-POWERFUL? : Geopolitics Case study,2023-03-09T14:30:08Z,1723135,45023,2791,PT19M27S
7TcG9cPj2gA,How Paytm is secretly KILLING Phonepe and Bharatpe? : Detailed Business CaseStudy,2023-03-05T15:00:09Z,1078142,35170,1525,PT20M7S
EZkZe-BuXf8,How Lithium Ore discovery in J&K will be a game changer for India? : Can India Replace China?,2023-02-24T14:00:10Z,1123241,40166,1363,PT15M57S
WD2nz_IKyJM,How India fooled America and Pakistan to become a NUCLEAR POWER? : Geopolitical case study,2023-02-21T14:30:11Z,3270507,77726,3611,PT21M8S
KDsGPYETAd4,How Sikkim’s GENIUS strategy turned it into the fastest growing state in India?: Case Study,2023-02-19T14:00:09Z,984414,40383,2185,PT20M15S
2nIRHB3FtOc,How Vajpayee’s MASTERSTROKE saved the Indian economy? : National Pension Scheme case study,2023-02-16T14:00:08Z,957881,37163,3903,PT15M21S
IIv7SNc3Ass,What's happening in North East India?,2023-02-14T12:30:10Z,1237164,44773,2292,PT15M47S
iw5AdKOM-IU,Budget 2023 EXPLAINED in 20 mins in SIMPLE WORDS : Economic case study,2023-02-08T15:00:10Z,929428,42098,1569,PT25M56S
4WSAeT_XDaI,Hindenburg has Killed Adani Group?: Decoding Adani’s response to Hindenburg (Business case study),2023-02-04T15:00:11Z,2142339,73802,6250,PT27M40S
wO28dHUQusU,How Adani's Genius strategy made him the KING of Indian ports market? : Business case study,2023-01-30T14:00:10Z,728288,31813,2186,PT12M22S
laeodkCLGaI,How Saudi Arabia is HIDING its own Downfall? :Geopolitics Case Study,2023-01-28T14:30:07Z,2783868,54612,3845,PT19M3S
HC5-z8kNC4c,How to Sell Anything in India? Cycle Pure Agarbatti Detailed Business Case Study,2023-01-24T12:48:46Z,684238,30273,766,PT20M4S
r7JPdtYx4sg,Why RBI and Modi govt are failing to control inflation? : Indian Economics Case study,2023-01-19T14:30:10Z,735064,35603,1981,PT17M40S
JvNUTGivuxg,Why Taliban is Capturing Pakistan? What it means for India? : Geopolitics Case Study,2023-01-12T14:00:08Z,1488451,54477,3502,PT22M27S
QRGO9wvNPQc,How Nykaa’s Genius Financial Strategy Backfired? : Nykaa Business case study,2023-01-07T14:30:09Z,1992989,49361,1561,PT19M48S
Ko3K8Duq4Eo,The Oil war between Russia vs USA and Europe Explained | How will it change India? : Geopolitics,2023-01-03T14:00:08Z,1820812,64301,2746,PT17M21S
bpjKmJnRPV8,How Tamil Nadu's Socio-Economic Model Made it the 2nd Richest State in INDIA (GDP) : Case study,2022-12-25T14:30:11Z,1882221,57690,8030,PT20M41S
PPsqTl5o3VQ,Pakistan Civil War: Will this mark the END of Pakistan? : Geopolitical Case Study,2022-12-23T14:45:09Z,1636258,57694,5377,PT20M57S
OKQDst5GUc0,The Death of BNPL (Buy Now Pay Later) Startups? : Multipl Business Case Study,2022-12-16T13:30:11Z,621275,24547,1182,PT14M5S
7UdCt_Rsevk,How did China go from POVERTY to becoming a GLOBAL SUPERPOWER? : China Growth case study,2022-12-09T14:35:10Z,1325616,40687,6034,PT16M53S
zawAVCpQNgg,BJP's Governance Analysis of Gujarat : Gujarat model case study,2022-12-02T14:30:06Z,1164241,50039,6105,PT22M4S
ynVikeFUvW8,How Qatar is using secret strategy to rise in POWER : Qatar World cup Case study,2022-12-01T13:30:10Z,1222196,36132,3254,PT18M41S
rfZ7u-ecfEg,How Saudi Arabia Joining BRICS can shift the world power? : USA vs Saudi Arabia Explained.,2022-11-25T14:45:08Z,3109461,67355,3833,PT16M40S
ycLO5Oa5ZI8,Why Telecom Draft Bill 2022 is a disaster in the making? : Telecom draft bill 2022 Case study,2022-11-18T14:30:07Z,668712,30133,2456,PT12M9S
1qEZwj_Iacw,What is India's SECRET strategy to build the BEST HEALTHCARE network in the world ? : UHI Case study,2022-11-16T14:00:10Z,728885,31666,2408,PT14M58S
3Oo9tEo6F6g,America's EVIL Masterplan!,2022-11-12T14:30:08Z,1093213,37191,2496,PT17M30S
07yMvq5WxAs,Can RBI's Digital Rupee Initiative help INDIA beat the USA’s SWIFT Network Dominance?,2022-11-05T14:00:10Z,1183621,37692,1633,PT17M35S
